HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,274336
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,88495
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,309734
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,215044
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,676,70796
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,871,104867
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,247787
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,252212
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,203539
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,154867
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,469026
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,338053
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,228318
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,201769
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,415044
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,198451
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,414159
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,154867
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,149557
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,309734
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,167256
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,95575
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,300884
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,260707
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,171681
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,247787
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,296460
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,39823
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,352212
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,200522
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,172566
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,362831
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,192035
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,348672
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,310309
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,141592
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74672
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,314159
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,261061
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,243362
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,161061
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,206194
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,169469
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,108849
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,207522
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,131858
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,371681
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,242035
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,157522
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,318584
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,261061
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,305309
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,115044
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,96469
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,172566
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,232743
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,159292
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,95575
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,148672
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,212389
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,83185
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,331858
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,165486
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,163716
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,296460
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,90707
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,197345
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,216814
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,292035
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,414159
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,169026
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,225663
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,371681
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,344247
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,247787
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,237168
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,305309
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,398230
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,126548
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,464601
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74256
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,43362
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,223893
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1256,469026
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,209734
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,269911
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,102601
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,353982
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,75221
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,283185
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,155752
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,176991
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,203539
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,303982
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,203539
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,123893
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,316814
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,358407
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73442
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,102212
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,210176
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,318584
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,90707
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,149619
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,252654
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,282300
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,380530
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,190707
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,60176
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,117256
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,171681
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,252212
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,159292
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,125663
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,271681
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,192920
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,277256
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,245132
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,70796
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,181415
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,138938
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,58407
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,207079
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,168141
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,181415
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,72256
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,206194
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,362831
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,172566
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,267256
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,255752
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,336283
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,64601
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,361946
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,120353
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,408849
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,250176
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,63716
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,159292
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,258079
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,155752
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,250176
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,280530
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,371681
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,168141
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,346017
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,644,91150
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,432743
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,345132
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,256637
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,271681
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,254867
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,271681
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255442
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,104424
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,157079
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,138495
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,389380
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,349557
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,194690
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,446902
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,189380
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,215044
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,259292
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,144752
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,185840
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,230088
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,173451
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,274336
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,143362
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,258407
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,285840
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,180088
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,162831
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,174336
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,207964
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,370796
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,408849
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,252814
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,79646
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,190265
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,105309
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,379203
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,225663
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,216814
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,36283
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255442
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,162831
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,254867
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,70796
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,409734
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,331858
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,57522
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,119469
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,318584
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,260176
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,343362
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,208849
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,84070
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,150442
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,353097
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,231858
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,283185
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,172566
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,194690
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,142477
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,350442
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,55752
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,230088
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,252212
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,211061
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,460176
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,300884
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,171681
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,221238
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,84070
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,423008
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,104424
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,265442
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,362831
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,292035
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,393805
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,265442
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,347787
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,265442
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,184955
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,256637
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,337168
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,185840
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,130088
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,168141
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,357522
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,194690
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,218584
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,249557
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,553097
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,570796
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74256
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,57079
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,184955
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,249557
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,336283
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75088
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,432743
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,325221
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,252212
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,157876
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,122123
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,331858
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,128938
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,197345
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,353097
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1252,451327
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,219469
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,448672
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,129203
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,398230
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,394690
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,365486
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,1035,469026
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,154867
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,227876
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,271681
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,391150
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,321238
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,147787
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,409734
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,138495
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,152212
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,362831
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,368141
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,230088
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,291238
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,348672
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,286902
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,142477
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,218584
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,117699
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,371681
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,428318
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,150442
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,238938
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,77876
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,123893
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,190265
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,60176
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,145132
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,350008
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,196902
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,67256
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,205309
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,365486
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,168141
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,201769
